school_name,division,city_state,type,conference,athletics_domain,status
St. Thomas Aquinas College,NCAA D2,"Sparkill,New York",Private,East Coast Conference,stacathletics.com,FOUND
Texas A&M International University,NCAA D2,"Laredo,Texas",Public,Lone Star Conference,godustdevils.com,FOUND
Texas A&M University – Kingsville,NCAA D2,"Kingsville,Texas",Public,Lone Star Conference,12thman.com,FOUND
Texas Woman's University,NCAA D2,"Denton,Texas",Public,Lone Star Conference,texaslonghorns.com,FOUND
The University of Virginia's College at Wise,NCAA D2,"Wise,Virginia",Public,South Atlantic Conference,uvawisecavs.com,FOUND
Thomas Jefferson University (Formerly Philadelphia University),NCAA D2,"Philadelphia,Pennsylvania",Private,Central Atlantic Collegiate Conference,jeffersonrams.com,FOUND
Thomas More University,NCAA D2,"Crestview Hills,Kentucky",Private,Great Midwest Athletic Conference,thomasmoresaints.com,FOUND
Tiffin University,NCAA D2,"Tiffin,Ohio",Private,Great Midwest Athletic Conference,gotiffindragons.com,FOUND
Trevecca Nazarene University,NCAA D2,"Nashville,Tennessee",Private,Gulf South Conference,tnutrojans.com,FOUND
Truman State University,NCAA D2,"Kirksville,Missouri",Public,Great Lakes Valley Conference,trumanbulldogs.com,FOUND
Tusculum University,NCAA D2,"Greeneville,Tennessee",Private,South Atlantic Conference,tusculumpioneers.com,FOUND
Tuskegee University,NCAA D2,"Tuskegee,Alabama",Private,Southern Intercollegiate Athletic Conference,goldentigersports.com,FOUND
Union University,NCAA D2,"Jackson,Tennessee",Private,Gulf South Conference,unionathletics.com,FOUND
University of Alabama – Huntsville,NCAA D2,"Huntsville,Alabama",Public,Gulf South Conference,rolltide.com,FOUND
University of Alaska – Anchorage,NCAA D2,"Anchorage,Alaska",Public,Great Northwest Athletic Conference,alaskananooks.com,FOUND
University of Alaska – Fairbanks,NCAA D2,"Fairbanks,Alaska",Public,Great Northwest Athletic Conference,alaskananooks.com,FOUND
University of Arkansas at Monticello,NCAA D2,"Monticello,Arkansas",Public,Great American Conference,uamsports.com,FOUND
University of Arkansas – Fort Smith,NCAA D2,"Fort Smith,Arkansas",Public,Mid-America Intercollegiate Athletics Association,arkansasrazorbacks.com,FOUND
University of Bridgeport,NCAA D2,"Bridgeport,Connecticut",Private,Central Atlantic Collegiate Conference,ubknights.com,FOUND
University of Central Missouri,NCAA D2,"Warrensburg,Missouri",Public,Mid-America Intercollegiate Athletics Association,ucmathletics.com,FOUND
University of Central Oklahoma,NCAA D2,"Edmond,Oklahoma",Public,Mid-America Intercollegiate Athletics Association,bronchosports.com,FOUND
University of Charleston,NCAA D2,"Charleston,West Virginia",Private,Mountain East Conference,ucgoldeneagles.com,FOUND
University of Colorado – Colorado Springs,NCAA D2,"Colorado Springs,Colorado",Public,Rocky Mountain Athletic Conference,cubuffs.com,FOUND
University of Findlay,NCAA D2,"Findlay,Ohio",Private,Great Midwest Athletic Conference,findlayoilers.com,FOUND
University of Hawaii at Hilo,NCAA D2,"Hilo,Hawaii",Public,Pacific West Conference,hiloathletics.com,FOUND
University of Illinois at Springfield,NCAA D2,"Springfield,Illinois",Public,Great Lakes Valley Conference,fightingillini.com,FOUND
University of Indianapolis,NCAA D2,"Indianapolis,Indiana",Private,Great Lakes Valley Conference,uindy.edu,FOUND
University of Jamestown,NCAA D2,"Jamestown,North Dakota",Private,North Star Athletic Association,jimmiepride.com,FOUND
University of Mary,NCAA D2,"Bismarck,North Dakota",Private,Northern Sun Intercollegiate Conference,goumary.com,FOUND
University of Minnesota – Crookston,NCAA D2,"Crookston,Minnesota",Public,Northern Sun Intercollegiate Conference,gophersports.com,FOUND
University of Minnesota – Duluth,NCAA D2,"Duluth,Minnesota",Public,Northern Sun Intercollegiate Conference,gophersports.com,FOUND
University of Missouri – St. Louis,NCAA D2,"Saint Louis,Missouri",Public,Great Lakes Valley Conference,mutigers.com,FOUND
University of Montevallo,NCAA D2,"Montevallo,Alabama",Public,Gulf South Conference,montevallofalcons.com,FOUND
University of Mount Olive,NCAA D2,"Mount Olive,North Carolina",Private,Conference Carolinas,umotrojans.com,FOUND
University of Nebraska at Kearney,NCAA D2,"Kearney,Nebraska",Public,Mid-America Intercollegiate Athletics Association,lopers.com,FOUND
University of New Haven,NCAA D2,"West Haven,Connecticut",Private,Northeast-10 Conference,newhavenchargers.com,FOUND
University of North Carolina at Pembroke,NCAA D2,"Pembroke,North Carolina",Public,Conference Carolinas,goheels.com,FOUND
University of Pittsburgh – Johnstown,NCAA D2,"Johnstown,Pennsylvania",Public,Pennsylvania State Athletic Conference,pittsburghpanthers.com,FOUND
University of Sioux Falls,NCAA D2,"Sioux Falls,South Dakota",Private,Northern Sun Intercollegiate Conference,usfcougars.com,FOUND
University of South Carolina Aiken,NCAA D2,"Aiken,South Carolina",Public,Peach Belt Conference,pacersports.com,FOUND
University of Tampa,NCAA D2,"Tampa,Florida",Private,Sunshine State Conference,tampaspartans.com,FOUND
University of Texas – Permian Basin,NCAA D2,"Odessa,Texas",Public,Lone Star Conference,texaslonghorns.com,FOUND
University of Texas – Tyler,NCAA D2,"Tyler,Texas",Public,Lone Star Conference,texaslonghorns.com,FOUND
University of West Alabama,NCAA D2,"Livingston,Alabama",Public,Gulf South Conference,uwaathletics.com,FOUND
University of West Florida,NCAA D2,"Pensacola,Florida",Public,Gulf South Conference,goargos.com,FOUND
University of Wisconsin – Parkside,NCAA D2,"Kenosha,Wisconsin",Public,Great Lakes Valley Conference,uwbadgers.com,FOUND
Upper Iowa University,NCAA D2,"Fayette,Iowa",Private,Great Lakes Valley Conference,uiupeacocks.com,FOUND
Ursuline College,NCAA D2,"Pepper Pike,Ohio",Private,Great Midwest Athletic Conference,ursulinearrows.com,FOUND
Valdosta State University,NCAA D2,"Valdosta,Georgia",Public,Gulf South Conference,vstateblazers.com,FOUND
Virginia State University,NCAA D2,"Petersburg,Virginia",Public,Central Intercollegiate Athletic Association,govsutrojans.com,FOUND
Virginia Union University,NCAA D2,"Richmond,Virginia",Private,Central Intercollegiate Athletic Association,vuusports.com,FOUND
Walsh University,NCAA D2,"North Canton,Ohio",Private,Great Midwest Athletic Conference,athletics.walsh.edu,FOUND
Washburn University,NCAA D2,"Topeka,Kansas",Public,Mid-America Intercollegiate Athletics Association,wusports.com,FOUND
Wayne State College,NCAA D2,"Wayne,Nebraska",Public,Northern Sun Intercollegiate Conference,wscwildcats.com,FOUND
Wayne State University,NCAA D2,"Detroit,Michigan",Public,Great Lakes Intercollegiate Athletic Conference,wsuathletics.com,FOUND
West Chester University of Pennsylvania,NCAA D2,"West Chester,Pennsylvania",Public,Pennsylvania State Athletic Conference,wcupagoldenrams.com,FOUND
West Liberty University,NCAA D2,"West Liberty,West Virginia",Public,Mountain East Conference,libertyflames.com,FOUND
West Texas A&M University,NCAA D2,"Canyon,Texas",Public,Lone Star Conference,gobuffsgo.com,FOUND
West Virginia State University,NCAA D2,"Institute,West Virginia",Public,Mountain East Conference,wvsuyellowjackets.com,FOUND
West Virginia Wesleyan College,NCAA D2,"Buckhannon,West Virginia",Private,Mountain East Conference,wesleyanbobcats.com,FOUND
Western Colorado University,NCAA D2,"Gunnison,Colorado",Public,Rocky Mountain Athletic Conference,gomountaineers.com,FOUND
Western New Mexico University,NCAA D2,"Silver City,New Mexico",Public,Lone Star Conference,wnmumustangs.com,FOUND
Western Oregon University,NCAA D2,"Monmouth,Oregon",Public,Great Northwest Athletic Conference,wouwolves.com,FOUND
Western Washington University,NCAA D2,"Bellingham,Washington",Public,Great Northwest Athletic Conference,wwuvikings.com,FOUND
Westminster College – Utah,NCAA D2,"Salt Lake City,Utah",Private,Rocky Mountain Athletic Conference,athletics.westminster.edu,FOUND
Westmont College,NCAA D2,"Santa Barbara,California",Private,PacWest Conference,athletics.westmont.edu,FOUND
Wheeling University,NCAA D2,"Wheeling,West Virginia",Private,Mountain East Conference,wucardinals.com,FOUND
William Jessup University,NCAA D2,"Rocklin,California",Private,PacWest Conference,jessupathletics.com,FOUND
William Jewell College,NCAA D2,"Liberty,Missouri",Private,Great Lakes Valley Conference,jewellcardinals.com,FOUND
Wilmington University,NCAA D2,"New Castle,Delaware",Private,Central Atlantic Collegiate Conference,wilmingtonquakers.com,FOUND
Wingate University,NCAA D2,"Wingate,North Carolina",Private,South Atlantic Conference,wingatebulldogs.com,FOUND
Winona State University,NCAA D2,"Winona,Minnesota",Public,Northern Sun Intercollegiate Conference,winonastatewarriors.com,FOUND
Winston-Salem State University,NCAA D2,"Winston Salem,North Carolina",Public,Central Intercollegiate Athletic Association,wssurams.com,FOUND
Young Harris College,NCAA D2,"Young Harris,Georgia",Private,Conference Carolinas,yhcathletics.com,FOUND
Adrian College,NCAA D3,"Adrian,Michigan",Private,Michigan Intercollegiate Athletic Association,adrianbulldogs.com,FOUND
Agnes Scott College,NCAA D3,"Decatur,Georgia",Private,Collegiate Conference of the South,ascscotties.com,FOUND
Albertus Magnus College,NCAA D3,"New Haven,Connecticut",Private,Great Northeast Athletic Conference,albertusfalcons.com,FOUND
Albion College,NCAA D3,"Albion,Michigan",Private,Michigan Intercollegiate Athletic Association,gobrits.com,FOUND
Albright College,NCAA D3,"Reading,Pennsylvania",Private,Middle Atlantic Conferences,albrightathletics.com,FOUND
Alfred State College,NCAA D3,"Alfred,New York",Public,Allegheny Mountain Collegiate Conference,alfredstateathletics.com,FOUND
Alfred University,NCAA D3,"Alfred,New York",Private,Empire 8 Athletic Conference,gosaxons.com,FOUND
Allegheny College,NCAA D3,"Meadville,Pennsylvania",Private,Presidents' Athletic Conference,alleghenygators.com,FOUND
Alma College,NCAA D3,"Alma,Michigan",Private,Michigan Intercollegiate Athletic Association,almascots.com,FOUND
Alvernia University,NCAA D3,"Reading,Pennsylvania",Private,Middle Atlantic Conferences,auwolves.com,FOUND
Alverno College,NCAA D3,"Milwaukee,Wisconsin",Private,Northern Athletics Collegiate Conference,athletics.alverno.edu,FOUND
Amherst College,NCAA D3,"Amherst,Massachusetts",Private,New England Small College Athletic Conference,athletics.amherst.edu,FOUND
Anderson University – Indiana,NCAA D3,"Anderson,Indiana",Private,Heartland Collegiate Athletic Conference,athletics.anderson.edu,FOUND
Anna Maria College,NCAA D3,"Paxton,Massachusetts",Private,Great Northeast Athletic Conference,goamcats.com,FOUND
Arcadia University,NCAA D3,"Glenside,Pennsylvania",Private,Middle Atlantic Conferences,arcadiaknights.com,FOUND
Asbury University,NCAA D3,"Wilmore,Kentucky",Private,Collegiate Conference of the South,asburyeagles.com,FOUND
Augsburg University,NCAA D3,"Minneapolis,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,augsburg.edu,FOUND
Augustana College – Illinois,NCAA D3,"Rock Island,Illinois",Private,College Conference of Illinois and Wisconsin,athletics.augustana.edu,FOUND
Aurora University,NCAA D3,"Aurora,Illinois",Private,Northern Athletics Collegiate Conference,athletics.aurora.edu,FOUND
Austin College,NCAA D3,"Sherman,Texas",Private,Southern Collegiate Athletic Conference,austincollege.edu,FOUND
Averett University,NCAA D3,"Danville,Virginia",Private,Old Dominion Athletic Conference,averettcougars.com,FOUND
Babson College,NCAA D3,"Wellesley,Massachusetts",Private,New England Women's & Men's Athletic Conference,babsonathletics.com,FOUND
Baldwin Wallace University,NCAA D3,"Berea,Ohio",Private,Ohio Athletic Conference,bwyellowjackets.com,FOUND
Bard College,NCAA D3,"Annandale On Hudson,New York",Private,New England Volleyball Conference,bardathletics.com,FOUND
Bates College,NCAA D3,"Lewiston,Maine",Private,New England Small College Athletic Conference,,NOT_FOUND
Bay Path University,NCAA D3,"Longmeadow,Massachusetts",Private,New England Collegiate Conference,,NOT_FOUND
Belhaven University,NCAA D3,"Jackson,Mississippi",Private,Collegiate Conference of the South,belhaven.edu,FOUND
Beloit College,NCAA D3,"Beloit,Wisconsin",Private,Midwest Conference,beloitcollegeathletics.com,FOUND
Benedictine University,NCAA D3,"Lisle,Illinois",Private,Northern Athletics Collegiate Conference,benueagles.com,FOUND
Berea College,NCAA D3,"Berea,Kentucky",Private,Heartland Collegiate Athletic Conference,bereaathletics.com,FOUND
Berry College,NCAA D3,"Mount Berry,Georgia",Private,Southern Athletic Association,berryvikings.com,FOUND
Bethany College – West Virginia,NCAA D3,"Bethany,West Virginia",Private,Presidents' Athletic Conference,bethanybison.com,FOUND
Bethany Lutheran College,NCAA D3,"Mankato,Minnesota",Private,Upper Midwest Athletic Conference,blcvikings.com,FOUND
Bethel University – Minnesota,NCAA D3,"Saint Paul,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,,NOT_FOUND
Blackburn College,NCAA D3,"Carlinville,Illinois",Private,St. Louis Intercollegiate Athletic Conference,blackburnbeavers.com,FOUND
Bluffton University,NCAA D3,"Bluffton,Ohio",Private,Heartland Collegiate Athletic Conference,blufftonbeavers.com,FOUND
Bowdoin College,NCAA D3,"Brunswick,Maine",Private,New England Small College Athletic Conference,athletics.bowdoin.edu,FOUND
Brandeis University,NCAA D3,"Waltham,Massachusetts",Private,University Athletic Association,brandeisjudges.com,FOUND
Brevard College,NCAA D3,"Brevard,North Carolina",Private,South Atlantic Conference,bctornados.com,FOUND
Bridgewater College,NCAA D3,"Bridgewater,Virginia",Private,Old Dominion Athletic Conference,bridgewatereagles.com,FOUND
Bridgewater State University,NCAA D3,"Bridgewater,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,bridgew.edu,FOUND
Bryn Athyn College,NCAA D3,"Bryn Athyn,Pennsylvania",Private,United East Conference,brynathynathletics.com,FOUND
Bryn Mawr College,NCAA D3,"Bryn Mawr,Pennsylvania",Private,Centennial Conference,gobrynmawr.com,FOUND
Buena Vista University,NCAA D3,"Storm Lake,Iowa",Private,American Rivers Conference,bvuathletics.com,FOUND
Cairn University,NCAA D3,"Langhorne,Pennsylvania",Private,Division III Independents,cairnhighlanders.com,FOUND
California Institute of Technology,NCAA D3,"Pasadena,California",Private,Southern California Intercollegiate Athletic Conference,gocaltech.com,FOUND
California Lutheran University,NCAA D3,"Thousand Oaks,California",Private,Southern California Intercollegiate Athletic Conference,clusports.com,FOUND
Calvin University,NCAA D3,"Grand Rapids,Michigan",Private,Michigan Intercollegiate Athletic Association,calvinknights.com,FOUND
Capital University,NCAA D3,"Columbus,Ohio",Private,Ohio Athletic Conference,athletics.capital.edu,FOUND
Carleton College,NCAA D3,"Northfield,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,athletics.carleton.edu,FOUND
Carlow University,NCAA D3,"Pittsburgh,Pennsylvania",Private,Allegheny Mountain Collegiate Conference,athletics.carlow.edu,FOUND
Carnegie Mellon University,NCAA D3,"Pittsburgh,Pennsylvania",Private,University Athletic Association,athletics.cmu.edu,FOUND
Carroll University,NCAA D3,"Waukesha,Wisconsin",Private,College Conference of Illinois and Wisconsin,gopios.com,FOUND
Carthage College,NCAA D3,"Kenosha,Wisconsin",Private,College Conference of Illinois and Wisconsin,athletics.carthage.edu,FOUND
Case Western Reserve University,NCAA D3,"Cleveland,Ohio",Private,Presidents' Athletic Conference,athletics.case.edu,FOUND
Catholic University of America,NCAA D3,"Washington,District Of Columbia",Private,Landmark Conference,catholicathletics.com,FOUND
Cedar Crest College,NCAA D3,"Allentown,Pennsylvania",Private,United East Conference,cedarcrestathletics.com,FOUND
Centenary College of Louisiana,NCAA D3,"Shreveport,Louisiana",Private,Southern Collegiate Athletic Conference,gocentenary.com,FOUND
Centenary University – New Jersey,NCAA D3,"Hackettstown,New Jersey",Private,Atlantic East Conference,centenarycyclones.com,FOUND
Central College,NCAA D3,"Pella,Iowa",Private,American Rivers Conference,athletics.central.edu,FOUND
Centre College,NCAA D3,"Danville,Kentucky",Private,Southern Athletic Association,centrecolonels.com,FOUND
Chapman University,NCAA D3,"Orange,California",Private,Southern California Intercollegiate Athletic Conference,athletics.chapman.edu,FOUND
Chatham University,NCAA D3,"Pittsburgh,Pennsylvania",Private,Presidents' Athletic Conference,,NOT_FOUND
Christopher Newport University,NCAA D3,"Newport News,Virginia",Public,Coast-to-Coast Athletic Conference,bushnellbeacons.com,FOUND
Claremont-Mudd-Scripps Colleges,NCAA D3,"Claremont,California",Private,Southern California Intercollegiate Athletic Conference,cmsathletics.org,FOUND
Clark University,NCAA D3,"Worcester,Massachusetts",Private,New England Women's & Men's Athletic Conference,clarkathletics.com,FOUND
Clarks Summit University,NCAA D3,"Clarks Summit,Pennsylvania",Private,United East Conference,stocktonathletics.com,FOUND
Clarkson University,NCAA D3,"Potsdam,New York",Private,Liberty League,clarksonathletics.com,FOUND
Coe College,NCAA D3,"Cedar Rapids,Iowa",Private,American Rivers Conference,,NOT_FOUND
Colby College,NCAA D3,"Waterville,Maine",Private,New England Small College Athletic Conference,colbyathletics.com,FOUND
Colby-Sawyer College,NCAA D3,"New London,New Hampshire",Private,North Atlantic Conference,colby-sawyerathletics.com,FOUND
College of Saint Benedict,NCAA D3,"Saint Joseph,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,csssaints.com,FOUND
College of Wooster,NCAA D3,"Wooster,Ohio",Private,North Coast Athletic Conference,woosterathletics.com,FOUND
Colorado College,NCAA D3,"Colorado Springs,Colorado",Private,Southern Collegiate Athletic Conference,cctigers.com,FOUND
Concordia College – Minnesota,NCAA D3,"Moorhead,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,cuigoldeneagles.com,FOUND
Concordia University Wisconsin,NCAA D3,"Mequon,Wisconsin",Private,Northern Athletics Collegiate Conference,cuwfalcons.com,FOUND
Concordia University – Chicago,NCAA D3,"River Forest,Illinois",Private,Northern Athletics Collegiate Conference,cuigoldeneagles.com,FOUND
Concordia University – Texas,NCAA D3,"Austin,Texas",Private,American Southwest Conference,cuigoldeneagles.com,FOUND
Connecticut College,NCAA D3,"New London,Connecticut",Private,New England Small College Athletic Conference,camelathletics.com,FOUND
Cornell College,NCAA D3,"Mount Vernon,Iowa",Private,Midwest Conference,cornellrams.com,FOUND
Covenant College,NCAA D3,"Lookout Mountain,Georgia",Private,Collegiate Conference of the South,athletics.covenant.edu,FOUND
Crown College,NCAA D3,"Saint Bonifacius,Minnesota",Private,Upper Midwest Athletic Conference,athletics.crown.edu,FOUND
Curry College,NCAA D3,"Milton,Massachusetts",Private,Commonwealth Coast Conference,curryathletics.com,FOUND
DePauw University,NCAA D3,"Greencastle,Indiana",Private,North Coast Athletic Conference,depauwtigers.com,FOUND
DeSales University,NCAA D3,"Center Valley,Pennsylvania",Private,Middle Atlantic Conferences,athletics.desales.edu,FOUND
Dean College,NCAA D3,"Franklin,Massachusetts",Private,Great Northeast Athletic Conference,deanbulldogs.com,FOUND
Delaware Valley University,NCAA D3,"Doylestown,Pennsylvania",Private,Middle Atlantic Conferences,athletics.delval.edu,FOUND
Denison University,NCAA D3,"Granville,Ohio",Private,North Coast Athletic Conference,denisonbigred.com,FOUND
Dickinson College,NCAA D3,"Carlisle,Pennsylvania",Private,Centennial Conference,dickinsonathletics.com,FOUND
Dominican University – Illinois,NCAA D3,"River Forest,Illinois",Private,Northern Athletics Collegiate Conference,dominicanathletics.com,FOUND
Drew University,NCAA D3,"Madison,New Jersey",Private,Landmark Conference,drewrangers.com,FOUND
Earlham College,NCAA D3,"Richmond,Indiana",Private,Heartland Collegiate Athletic Conference,goearlham.com,FOUND
East Texas Baptist University,NCAA D3,"Marshall,Texas",Private,American Southwest Conference,goetbutigers.com,FOUND
Eastern Connecticut State University,NCAA D3,"Willimantic,Connecticut",Public,Little East Conference,gowarriorathletics.com,FOUND
Eastern Mennonite University,NCAA D3,"Harrisonburg,Virginia",Private,Continental Volleyball Conference,emuroyals.com,FOUND
Eastern Nazarene College,NCAA D3,"Quincy,Massachusetts",Private,North Atlantic Conference,nnusports.com,FOUND
Eastern University,NCAA D3,"Saint Davids,Pennsylvania",Private,Middle Atlantic Conferences,goeasterneagles.com,FOUND
Edgewood College,NCAA D3,"Madison,Wisconsin",Private,Northern Athletics Collegiate Conference,edgewoodeagles.com,FOUND
Elizabethtown College,NCAA D3,"Elizabethtown,Pennsylvania",Private,Landmark Conference,etownbluejays.com,FOUND
Elmhurst University,NCAA D3,"Elmhurst,Illinois",Private,College Conference of Illinois and Wisconsin,elmhurstbluejays.com,FOUND
Elmira College,NCAA D3,"Elmira,New York",Private,Empire 8 Athletic Conference,athletics.elmira.edu,FOUND
Elms College,NCAA D3,"Chicopee,Massachusetts",Private,Great Northeast Athletic Conference,elms.edu,FOUND
Emerson College,NCAA D3,"Boston,Massachusetts",Private,New England Women's & Men's Athletic Conference,emersonlions.com,FOUND
Emmanuel College – Massachusetts,NCAA D3,"Boston,Massachusetts",Private,Great Northeast Athletic Conference,goecsaints.com,FOUND
Emory University,NCAA D3,"Atlanta,Georgia",Private,University Athletic Association,emoryathletics.com,FOUND
Endicott College,NCAA D3,"Beverly,Massachusetts",Private,Commonwealth Coast Conference,ecgulls.com,FOUND
Eureka College,NCAA D3,"Eureka,Illinois",Private,St. Louis Intercollegiate Athletic Conference,eurekareddevils.com,FOUND
Fairleigh Dickinson University – College at Florham,NCAA D3,"Madison,New Jersey",Private,Middle Atlantic Conferences,fdudevils.com,FOUND
Ferrum College,NCAA D3,"Ferrum,Virginia",Private,Old Dominion Athletic Conference,ferrumpanthers.com,FOUND
Fitchburg State University,NCAA D3,"Fitchburg,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,fitchburgfalcons.com,FOUND
Framingham State University,NCAA D3,"Framingham,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,fsurams.com,FOUND
Franciscan University of Steubenville,NCAA D3,"Steubenville,Ohio",Private,Presidents' Athletic Conference,franciscanathletics.com,FOUND
Franklin & Marshall College,NCAA D3,"Lancaster,Pennsylvania",Private,Centennial Conference,godiplomats.com,FOUND
Franklin College,NCAA D3,"Franklin,Indiana",Private,Heartland Collegiate Athletic Conference,franklingrizzlies.com,FOUND
Gallaudet University,NCAA D3,"Washington,District Of Columbia",Private,United East Conference,gallaudetbison.com,FOUND
Geneva College,NCAA D3,"Beaver Falls,Pennsylvania",Private,Presidents' Athletic Conference,athletics.geneva.edu,FOUND
George Fox University,NCAA D3,"Newberg,Oregon",Private,Northwest Conference,athletics.georgefox.edu,FOUND
Gettysburg College,NCAA D3,"Gettysburg,Pennsylvania",Private,Centennial Conference,gettysburgsports.com,FOUND
Gordon College,NCAA D3,"Wenham,Massachusetts",Private,Commonwealth Coast Conference,athletics.gordon.edu,FOUND
Goucher College,NCAA D3,"Baltimore,Maryland",Private,Landmark Conference,athletics.goucher.edu,FOUND
Grace Christian University,NCAA D3,"Wyoming,Michigan",Private,National Christian College Athletic Association Division II,gracetigers.com,FOUND
Greensboro College,NCAA D3,"Greensboro,North Carolina",Private,USA South Athletic Conference,greensborocollegesports.com,FOUND
Greenville University,NCAA D3,"Greenville,Illinois",Private,St. Louis Intercollegiate Athletic Conference,greenvillepanthers.com,FOUND
Grinnell College,NCAA D3,"Grinnell,Iowa",Private,Midwest Conference,pioneers.grinnell.edu,FOUND
Grove City College,NCAA D3,"Grove City,Pennsylvania",Private,Presidents' Athletic Conference,athletics.gcc.edu,FOUND
Guilford College,NCAA D3,"Greensboro,North Carolina",Private,Old Dominion Athletic Conference,guilfordquakers.com,FOUND
Gustavus Adolphus College,NCAA D3,"Saint Peter,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,gogusties.com,FOUND
Gwynedd Mercy University,NCAA D3,"Gwynedd Valley,Pennsylvania",Private,Atlantic East Conference,gwyneddathletics.com,FOUND
Hamilton College,NCAA D3,"Clinton,New York",Private,New England Small College Athletic Conference,athletics.hamilton.edu,FOUND
Hamline University,NCAA D3,"Saint Paul,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,hamlineathletics.com,FOUND
Hanover College,NCAA D3,"Hanover,Indiana",Private,Heartland Collegiate Athletic Conference,athletics.hanover.edu,FOUND
Hardin-Simmons University,NCAA D3,"Abilene,Texas",Private,American Southwest Conference,hsuathletics.com,FOUND
Hartwick College,NCAA D3,"Oneonta,New York",Private,Empire 8 Athletic Conference,hartwickhawks.com,FOUND
Haverford College,NCAA D3,"Haverford,Pennsylvania",Private,Centennial Conference,haverfordathletics.com,FOUND
Heidelberg University,NCAA D3,"Tiffin,Ohio",Private,Ohio Athletic Conference,bergathletics.com,FOUND
Hendrix College,NCAA D3,"Conway,Arkansas",Private,Southern Athletic Association,hendrixwarriors.com,FOUND
Hilbert College,NCAA D3,"Hamburg,New York",Private,Allegheny Mountain Collegiate Conference,hilberthawks.com,FOUND
Hiram College,NCAA D3,"Hiram,Ohio",Private,North Coast Athletic Conference,hiramterriers.com,FOUND
Hobart & William Smith College,NCAA D3,"Geneva,New York",Private,Liberty League,hwsathletics.com,FOUND
Hollins University,NCAA D3,"Roanoke,Virginia",Private,Old Dominion Athletic Conference,hollinssports.com,FOUND
Hood College,NCAA D3,"Frederick,Maryland",Private,MAC Commonwealth Conference,hoodathletics.com,FOUND
Hope College,NCAA D3,"Holland,Michigan",Private,Michigan Intercollegiate Athletic Association,hope.edu,FOUND
Houghton University,NCAA D3,"Houghton,New York",Private,Empire 8 Athletic Conference,athletics.houghton.edu,FOUND
Howard Payne University,NCAA D3,"Brownwood,Texas",Private,American Southwest Conference,hpusports.com,FOUND
Huntingdon College,NCAA D3,"Montgomery,Alabama",Private,Collegiate Conference of the South,huntingdonhawks.com,FOUND
Husson University,NCAA D3,"Bangor,Maine",Private,North Atlantic Conference,hussoneagles.com,FOUND
Illinois College,NCAA D3,"Jacksonville,Illinois",Private,Midwest Conference,illinoiscollegeathletics.com,FOUND
Illinois Institute of Technology,NCAA D3,"Chicago,Illinois",Private,Northern Athletics Collegiate Conference,illinoistechathletics.com,FOUND
Illinois Wesleyan University,NCAA D3,"Bloomington,Illinois",Private,College Conference of Illinois and Wisconsin,iwusports.com,FOUND
Immaculata University,NCAA D3,"Immaculata,Pennsylvania",Private,Atlantic East Conference,immaculata.edu,FOUND
Ithaca College,NCAA D3,"Ithaca,New York",Private,Liberty League,athletics.ithaca.edu,FOUND
John Carroll University,NCAA D3,"University Heights,Ohio",Private,Ohio Athletic Conference,jcusports.com,FOUND
Johns Hopkins University,NCAA D3,"Baltimore,Maryland",Private,Centennial Conference,hopkinssports.com,FOUND
Johnson & Wales University – Charlotte,NCAA D3,"Charlotte,North Carolina",Private,United States Collegiate Athletic Association,providence.jwuathletics.com,FOUND
Johnson & Wales University – Providence,NCAA D3,"Providence,Rhode Island",Private,Great Northeast Athletic Conference,providence.jwuathletics.com,FOUND
Juniata College,NCAA D3,"Huntingdon,Pennsylvania",Private,Landmark Conference,juniatasports.net,FOUND
Kalamazoo College,NCAA D3,"Kalamazoo,Michigan",Private,Michigan Intercollegiate Athletic Association,hornets.kzoo.edu,FOUND
Kean University,NCAA D3,"Union,New Jersey",Public,New Jersey Athletic Conference,keanathletics.com,FOUND
Keene State College,NCAA D3,"Keene,New Hampshire",Public,Little East Conference,keeneowls.com,FOUND
Kent State University – Tuscarawas,NCAA D3,"New Philadelphia,Ohio",Public,United States Collegiate Athletic Association,kentstatesports.com,FOUND
Kenyon College,NCAA D3,"Gambier,Ohio",Private,North Coast Athletic Conference,athletics.kenyon.edu,FOUND
Keuka College,NCAA D3,"Keuka Park,New York",Private,Empire 8 Athletic Conference,keukaathletics.com,FOUND
Keystone College,NCAA D3,"La Plume,Pennsylvania",Private,Colonial States Athletic Conference,gokcgiants.com,FOUND
King's College – Pennsylvania,NCAA D3,"Wilkes Barre,Pennsylvania",Private,Middle Atlantic Conferences,kingscollegeathletics.com,FOUND
Knox College,NCAA D3,"Galesburg,Illinois",Private,Midwest Conference,prairiefire.knox.edu,FOUND
La Roche University,NCAA D3,"Pittsburgh,Pennsylvania",Private,Allegheny Mountain Collegiate Conference,larochesports.com,FOUND
